    politic
Argentina	13.9955316616688
Australia	29.0064422453288
Austria	23.0935541021172
Belgium	25.5018525947817
Bolivia	32.4644588218071
Brasil	13.2128977268003
Canada	29.142300127307
Chile	34.988518247148
Colombia	24.2434787312523
CostaRica	18.3528382242657
Cuba	8.48673969437368
Denmark	19.5700235948898
DominicanRepublic	19.1221564931329
Ecuador	25.8798953709193
Egypt	32.406082655536
Salvador	14.6263877924066
Finland	24.2079007769935
France	10.7518392538186
Guatemala	29.7257140120491
Greece	32.7772191986442
Honduras	12.7401116739493
India	16.7831819322892
Irak	27.2785999304615
Irland	36.6559557656292
Italy	28.0053699440323
Japan	32.8655677433126
Libia	5.89172409428284
Luxemburg	33.2383124488406
TheNetherlands	23.7029597552028
NewZealand	20.7790835741907
Nicaragua	33.9040717091411
Norway	32.9635134832934
Panama	14.2559446783271
Peru	19.3443460569251
Philippine	5.71462602983229
Poland	10.3994628780056
SouthVietnam	24.4861813278403
Spain	26.5686495536938
Sweden	12.338722448796
Switzerland	15.1413014617283
Taiwan	30.3669373276643
UK	32.7772372895852
USA	28.4917354402132
Uruguay	30.9345791470259
Venezuela	5.96616944111884
WestGermany	4.6973838172853
Yugoslavia	8.59671191708185
